review,sentiment
one funniest movie ever seen know real world people show movie top notch never seen real world still think extremely funny movie get inside joke actor tv show,1
movie collection inexpensive b movie restored fact audio difficult discern first minute br br first seemed like typical haunted house film feel much like forerunner clue murder death house haunted hill etc br br half hour film storyline take really interesting twist go cliché melodrama something entirely different far entertaining initially thought br br check great deal fun even long clip wider shot near lack music score make feel bit creaky today standard,1
take say lightly seen many many film reviewed great deal print tell film single funniest scene ever seen movie might want listen lot diversity opinion make incredibly stupid movie funny get well blame much scene speak come minute mark involves dead convict shackled john candy point found film dumb confusing beginning lose scene came laughed hard peed pant movie ever done project began going berserk supposed sctv movie remember announced time went cast whittled john candy joe flaherty eugene levy also must regime change universal shot upon released shown nearly zero theater watching second time listened theme song actually flaunt incomprehensible plot lyric relaxed logic nerve figured going aside aforementioned routine going berserk many hilarious scene recommend almost stooge flick except much funnier director david steinberg razor sharp timing must laughing candy basically charge never funnier plot device explanatory scene thrown window absolutely run wild flaherty levy follow effortlessly plot plot like animal house plot yeah script uneven little slow start know however well appreciate full sctv style craziness transpires stupid stupid purpose need remember see see discover funniest scene time,1
save money time go ahead tell movie absolutely worth match gas would take burn waste time matter fact would better forgetting ever thought watching seriously seen better b movie language understand ever gave permission made need sewed positive thing say movie new script right director actor could great story let break virgin get pregnant demon baby inside womb want feed people try make fact possibly worst movie ever made cursing pointless nudity totally worth dollar took rent,0
temp much theatrical business direct video rip want anyway ellen bradford mel harris new woman millennium investment high scale brokerage firm start getting helpful hint wide eyed secretary deidre sheila kelley deidre turn ambitious daddy girl stop nothing move corporate ladder including screwing top broker stand murdering anyone get bad side dig skeleton ellen closet try cause problem husband barry bostwick kill making look like responsible kidnaps daughter try get embezzle money company br br harris kelley deliver competent performance supporting cast alright reasonably well put together fully compensate script travel well worn path offer surprise,0
see c thomas howell appeared many movie since heyday accomplished young actor br br bought dvd cheap part internet related plot see much older c thomas howell recall seeing movie since br br word big disappointment give low budget movie chance one started lame within first minute movie elusive woman chatting asian guy chatroom basically stimulate chat insists meeting participant person meet sex tie murder cold blood plot deteriorates br br plot thin flimsy acting stiff bother renting much less purchasing even dvd bin plan take copy dvd goodwill truly amazed prior reviewer gave movie bad rating,0
husband got done watching movie expecting good really astonished great story line usually good figuring twisty plot one loved going watch take back might even buy,1
saw back finally released apparently orion picture bankruptcy think movie released couple year earlier br br problem remembering detail partly seen long time remember dull movie kept debating whether walk store interesting engaging rd rate america graffiti imitation br br none performance make worth watching either one biggest disappointment since local newspaper reviewer gave high rating,0
first flicked onto log accidentally one night waching television since never missed episode br br humour weird like cross brass eye social commentary fast show excellent one liner amazing plot seems develop week without ever going anywhere best example hillary bris special stuff br br humour appeal say sick easy see coming nonetheless give try like watch like glad took advice,1
even remotely funny mouldy waxwork film would still soberingly disrespectful stopping short digging boy corps enacting weekend bernie   producer larry harmon director frickin ernest film use holding copyright excuse crap stan ollie legacy gailard sartain fair ollie impersonation bronson pinchot reach tenth place stan lookalike contest even spot film would less detestable less said surrounding catastrophe better make utopia look like dignified swan song,0
lonely depressed french boy mathieu jeremie elkaim vacation summer meet fall love cedric gorgeous stephane rideau quiet slow frustrating movie one hand absorbed really felt two boy getting annoyed film constantly keep flashing around past present rhyme reason confusing pointless br br spoiler ahead br br also ton plot hole mathieu one point something end hospital never told break cedric tell everybody else living told hook inexplicably another guy end explanation clear cedric love mathieu mathieu living town however tribute film really care character much thing explained br br elkaim mathieu good tall handsome nice body act idea acting sitting around blank look face time rideau hand great handsome nice body one hell actor also incredible sexual magnetism full frontal male nudity lot kissing fairly explicit sex scene movie great movie shy away showing male male love scene one help see character care feel br br frustrating film somewhat worth seeing especially rideau nude scene like good looking nude young men br br,1
st watched  dir robert elli miller emotional christmas fluff really get specific enough explain real story happened factual based incident man wrongly put jail trying get job family make christmas happen three kid family run away home trek washington c enlist president united state herbert hoover trek provides side story like positive encounter hobo puppeteer make story kind like disney animal run movie quite fit ending detail given president helped family another downpoint movie opinion movie eventually bring tear take long get movie supposed original tv movie according imdb obvious fade out make look way  sure information accurate simple movie could complex happy christmas like story blandly played without lot substance,0
look know may suck right pain temporary film forever whatever right burned celluloid time thousand year come  robert de niro br br initially film steven spielberg director hiring several screenwriter adjust screenplay suited theme dysfunctional family threatened deranged monster form recently released prison robert de niro like jurassic park poltergeist war world dysfunctional family band together defeat beast beast creation father lawyer failed defend de niro trial br br typical spielberg fashion father kill monster undermines family promptly absolved sin like oscar schindler robin williams sam niel tom cruise virtually every daddy figure spielberg land father reclaims paternal duty kind bittersweet coda spielberg enjoys br br spielberg eventually abandoned picture project instead turned martin scorsese time seeking try hand commercial fare result arguably worst film scorsese filmography ironically illuminating br br artist failure misfire often revealing exposing inner working art story work character connect image sear find left kind inner core  remaining carcass director cinema br br cape fear impersonal film find thematic connection rest scorsese filmography already sacrificed de niro yell film theme catholic redemption cookie cutter film though expose kind language filmography hinge watch scorsese camera desperately whip back forth zoom frantically onto doorknob window attempt force tension character loud screaming attention importantly watch film make spatial sense showdown boat end film take place obvious sound stage street parade claustrophobic take place within larger context family house seem exist anywhere particular simply geographical sense anything picture scorsese unable film space create kind spatial environment br br reason scorsese camera always bound intimately tethered central character world around character make sense camera focused character resnais take around french hotel welles hitchcock dance street building cameron give tour titanic scott recreate entire future cityscape lucas give alien desert planet director create sense space textbook close mid shot wide shot combination scorsese poetry sense tangible space film character break tether leave boxing ring taxi cab look away de niro everything collapse simply cannot break away documentarian style shooting way prerequisite action film making br br scorsese tried rectify problem gang new york space set become central character even self consciously spatial experiment get sabotaged magnetism daniel day lewis actor drawing scorsese camera inexorably toward like moth bulb br br  even generic b movie ugly vulgar looking film look matte painting inept attempt tension silly rotorscoped special effect hokey fistfight showdown still robert de niro pick slack de niro give body scorsese like tattooed christ give film great scene improvised romantic sequence young juliette lewis stick thumb mouth kiss kind symbolic rape girl run away aroused repelled man interest br br de niro performance deliciously top simply imitated scorsese need operatic tone baroque visuals someone like de palma make work scorsese nope br br worth one viewing,0
oh blockbuster movie simply stick selling point everyone cinema young old see talking animal make joke whilst happy lost space came two killer blow plot sentiment really cared happened tiger whether eddie murphy made daughter sure,0
wow overrated movie turned supposed extremely suspenseful tale crazed killer holding woman hostage terror home well doubt terrorized audience early know would put today audience asleep br br sends shiver spine proclaims new york time shiver get anyone left planet belief anything n time print anything br br well deranged man held woman hostage short time house man howard wilton robert ryan actually harmless friendly fact one nicest role ryan ever played yes wilton nut never harmed woman wanted friend trust br br film even turned boring awhile little going except lot yakking br br beware reader suck,0
honestly fail understand people love show much friend mine watch since like sci fi tried watch along since plot show sounded promising truth really boring show thing keep awake show video game like cgi effect complete overuse muppets note call muppets actually really look like muppets like alien br br speaking muppets make effect horribly overused show guy could best described alien dwarf hybrid pale girl look like cheesy vamp girl got floating potty mouth frog alien feel unnecessary furthermore even point feel distracted whole storyline lost astronaut br br every episode also much stand alone creator show directed way every episode almost feel like whole show least point see main character muppets whole plot main character getting back earth way much pushed background point acting also quite bad br br conclusion want good sci fi look somewhere else even real sci fi begin opinion since show aimed fantasy element puppetry weird dream going want see muppets suggest watch muppet show feel glad abomination show come end br br way anyone dejavu concept living spaceship ohyeah thats right doctor started concept almost year ago show like collection sci fi leftover script event abandoned good reason picked horrible show,0
happens one favorite horror film rich classy production boasting excellent cast ensemble actor beautiful location cinematography haunting musical score intelligent novel plot theme atmosphere dread menace reminiscent classic film rosemary baby shining wherein young vulnerable woman find victimized supernatural force old creepy building macabre past cristina raines play top new york city fashion model named alison parker happy outgoing exterior mask deeply conflicted troubled soul evidenced revelation past attempted suicide twice teenage girl walking degenerate father cavorting bed two woman rip silver crucifix neck toss floor second time married lawyer boyfriend wife supposedly committed suicide learning affair telling beau played suitably slimy chris sarandon need live year answer newspaper ad fully furnished spacious one bedroom apartment old brooklyn height brownstone building actually exists located montague terrace right brooklyn height promenade remsen street producer actually filmed inside building apartment paying resident inconvenience course real estate agent miss logan ava gardner seems interested alison take apartment interest cannot solely explained commission would earn especially quickly drop rental price month alison agrees upon leaving building miss logan notice elderly man sitting apparently staring top floor window miss logan identifies man father halliran tell alison blind alison response logical blind look moving alison meet resident building including lesbian couple played sylvia mile beverly angelo provide alison uncomfortable welcome building alison mental health physical well soon start deteriorate plagued splitting headache fainting spell relay concern miss logan sleep disturbed nightly basis clanging metal loud footstep coming apartment directly dumbstruck learn apart blind priest one lived building last three year summoning courage one night confront nocturnal tormentor arm butcher knife flashlight enters apartment upstairs confronted cancer riddled specter dead father us knife self defense come police investigate find sign violence apartment corpse blood nothing yet alison fled building collapsed street covered blood turn nary mark alison realize film denouement brownstone purpose put reason reason whose origin date back biblical story garden eden angel uriel posted entrance guard devil unknowingly primed prepped catholic church assume important role one guarantee soul damned two suicide attempt saved time invisible neighbor turn quirky oddball different agenda mind competent intelligently done film one surprisingly portrays church representative mostly sympathetic light,1
seen many people packed outside theater since star war episode iii show sold good reason man screaming brain best movie see crowd full geek hey dork br br bruce campbell present whole crowd stitch movie cheesy best possible way may funniest movie bruce done ted raimi steal show bulgarian hip hop itude zany facial expression laugh riot knew ted could rap br br changed mind person stole show actually robot nothing funnier robot robot br br bruce performance take th thanks bruce thanks cool thanks taking time thanks fun,1
went see random heart friend first thought maybe enjoying movie like good get movie sort award well none friend liked either unbelievable slow much like getting teeth pulled action movie preview walk theatre assumed something would happen smart people walk never walked movie life definitely tough write considering relatively easy please come movie take lot think movie awesome much like movie even come close like category movie hour long like two separate trite story one smoothly sewn together plus soundtrack could even call annoying like seinfeld riff played difference like seinfeld movie jazz riff kept playing sounded highly inappropriate time especially people dealing death plane crash hard explain mean trust awful cannot say enough make people waste money left theatre honestly wanted write movie company demand back sheeesh could gone bowling something money,0
say one redeeming speck regard film firmly establishes bottom barrel filmmaker know aim making movie regret watching debacle shameless abandon making film waste right folk one hundred thousand dollar film reminds adult video award show group industrial prostitute stand praise believing real actor actress filmmaker ironic watched blue movie better acting directing writing also found funny executive producer justin ament movie play deputy jake barker sure acting career taken ted pfiffer writer part doubt wallowing clichéd glory created noted carrie finklea lead role movie might remember gu van sant elephant though sure want write film resume sure depressing point money spent make film people going watch along torque godsend sky captain world tomorrow one worst film worst film,0
wish would read review opinion movie rented waste money waste time little dialog dialog hard understand every way storyline plot weak thing nice cinematography br br character interesting time spend much time trying figure thing lack dialog rewinding movie lot br br watch movie mess leave feeling like mess br br say heck movie end,0
got one australia best production completely disagree comment made raminour br br series show depth australian mateship length went help episode five eddy birthday great example really capture australian spirit br br music used throughout series emphasised situation men faced longing home loved one numerous amusing rendition road gundagai capture spirit men fact never forgot home little element singing song took home short br br comment racist towards japanese people thing said change happened japanese treat australian poorly changi represent otherwise would misleading indeed comment screenplay accurate also false six story told series composed real p w experience br br actor superb best opinion matthew newton performance david first episode gut wrenching city boy another nameless face captor see change dramatically first episode violent attack jungle episode see one event changed aware really going always one first help member secret nine br br stephen curry also deserves mention performance eddie birthday amazing going larrikin group sick weak unable take care display mateship episode touch emotional level make proud australian br br study wwii university level found series physically truthful spiritually truthful capture true spirit australian soldier br br well done john doyle capturing spirit changi,1
sorry jacqueline hyde get jack l hyde jekyll hyde worst acting side hardcore porn mention script apparently written first grader undiagnosed learning disability br br jackie hyde inherits old mansion grandfather never knew guess yes inventor special formula slowly take one body mind yes mr hyde br br despite nice skin scene film fails register feeling emotion uncontrollable laughter br br much poor jackie try stay away granddaddy special formula result hour half wasted time,0
greeting darkness director alejandro amenabar creates life odds based true story version one man struggle control destiny great javier bardem fascinating watch role ramon eye head movement leave little doubt going mind dream fantasy sequence overused prove effective explaining want want rather force u answer euthanasia question real question posed love every turn see people love looking love dying loved script tight keep film moving despite filmed mostly one room supporting cast wonderful truly feel pain family member deal ramon decision gem deserves seen,1
never understood appeal show acting poor debra jo rupp notable exception plot episode trite uninspiring dialogue weak joke unfunny painful try sit even half episode furthermore link show extremely tenuous beyond style dress scenery background used show seems nothing modern sitcom old unfunny clichéd script modern sitcom dressed depicting show twenty year ago hope gain nostalgic viewer something like happy day wonder year employ technique much effectively actually pleasure watch contrast horrible pathetic excuse show,0
historical movie always take liberty conversation concocted one could actually know said custom adjusted comprehensible modern audience etc however historical film actual historical personage make least minimal nod history film scene actually remember hero surprise assassin creep chamber night confronts dangerous intruder remember sending room service main entertainment value badness recommended local video story put turkey shelf,0
movie incredible would recommend anyone much better already anticipated definitely heart wrenching spectacular movie amazing story amazing actor creator definitely another great movie denzel washington surprise anyone derek luke wonderful job well,1
whole point making film one earliest best international color release cinematic opera make accessible mass succeeded admirably general public would sit still love story two young exotic lover ancient egypt played typical pound tenor soprano vocal equipment sing glorious music properly hence visual substitution beautiful principal young loren handsome della marra slinky m maxwell make story much believable giving familiar plot music better chance wooed lovely aria otherwise might altogether enchanting introduction one verdi great work remember seeing junior high school certainly awakened interest opera form well acquainted still regard film fondly would recommend highly might appreciate great music accompanied better average visuals luciano della marra standout radames unfortunately audience appear film,1
pardon spelling probably funniest horror movie ever existed think evil dead acting horrible see makeup line certain lady face lesbian scene make sense ending haha ohhhh ending prepared stomach hurting laughter watch film minute still expecting something take look self ask hell wrong bad movie meant laugh enjoy pure silliness br br forget watch outtake movie see low budget whole thing really movie rare gem demonstrating pure udder lack talent care ability money anything else would ever need make successful film definitely worth watching,0
glad read many negative comment tritter plot everyone talk say thing like house gruff nature intelligence really dislike vindictiveness continuing plot cut real nature hospital story make everyone angry police authority need caring nature instead vindictiveness everyone hospital also seems many questionable legal aspect tritter actually alone cannot freeze account authority stop doctor writing prescription patient lot vindictiveness showing also hurting sick patient hospital good storyline portray voted episode awful story insert trittor piece turn rest plot get hurt people say hate watch story line anymore please change get tritter,0
another attempt modern japanese director redefine chambara genre successful varying degree br br buddhist monk vision slay legendary active demon gojoe bridge order attain enlightenment forefront buddhist thought heart movie much like kurosawa ran probably made movie interesting although nowhere near ran league br br stylish visual direction excellent photography keep movie mostly interesting throughout two hour eighteen minute length lead actor uniformly excellent music really good two weakness story fight scene movie drag middle could fixed prudent editing fight scene mostly filmed blurry close ups work film finale feel like cheat another recent film like tsui hark seven sword great film promised fight scene disappointing asano really move like sword wielding demon acting great would extra traditional chambara fight scene br br good movie probably find interesting expect traditional sword fight,1
normally spike lee fan take time really get mojo see clear message ability tell story close heart lee genius unlike th hour bamboozled two favorite film clear story film able understand struggle washington choice play well influenced others odd reason lee never able get true feeling washington decent job handed could tell lee favorite film lee direct film also wrote could tell camera work horrid writing contributed decay film film coming full circle going pretty lee behind film right thing film seen lee direct brightest modest film almost created hollywood movie instead one know saw money right thing ran film demonstrate true talent br br anyone seen film perhaps stopped watching anything directed spike lee afterwards due film suggest give second chance get wrong see exactly coming film would want put behind lee grow work becomes see transformation desire make money wanting make good film took awhile watch th hour sheer brilliance perhaps actor perhaps story lee crafted amazing film one man journey unknown guess hoping mo better blue would turn really dark journey life man really never grew instead got denzel denzel really one versatile actor generation consider sydney poitier cinema film showcase talent br br another issue film use spike sister playing one love interest know family think could filmed sex scene sister care actor much money getting paid would never something never wish see apparently different spike went ahead showed full nude image sister without remorse sad even made blush also need somebody answer flavor flav introducing film sitting couch ready start film suddenly voice past spelling studio made film acknowledges build strong remaining story felt lee going money film instead actual talent perhaps could afford denzel wesley movie without explosion br br two great scene film made worth watching end get wrong bad movie always diamond every alleyway scene bleek accidentally forgets woman mesmerizing continually went back forth weaving truth confusion way proved lee actually behind camera visionary scene probably lost shuffle due remaining poor scene scene worth watching way lee introduced ended film keeping pacing direction able bring tragic character around full circle give chance change life two moment rest film pure rubbish worth viewing unless go blind br br grade,0
name frau main character german word woman know intentional sure got giggle german audience fantasy film festival last year shown br br giggle movie got aiming giggle horrible movie heaven sake horrible movie one meaning shame premise like wasted horrible even unbearable moment viewer definetely faint heart even necessary show thing shown even going moral obligation movie really kind task function discussion shown new low whole torture movement grown last year,0
stuffy melodrama quite easily worst film starring ingrid bergman seen even luminous screen presence save insufferably slow meandering movie nearly impossible sit without fast forwarding lot br br die hard bergman fan others likely fall asleep suggest watch bell toll instead,0
switched cable whim treated quite surprise although predictable film turned quite enjoyable big star well directed plain fun hyped crap nice get unexpected surprise little film fit bill nicely,1
know describe movie definitely one weirdest movie seen long time unsettling time also boring place scene dental torture elaborate may attract anyone gore splatter found holding teeth aforementioned scene clever thing movie play fear dentist therefore quite unsettling br br humor film somehow hidden may recognized everyone fan weird strange entertainment teeth getting drilled dust film looking br br read comment feel somehow attracted kind entertainment give try br br rating maybe little weird taste,0
film really disappointed acting atrocious unbelievable actor story incredibly obvious group independent actor stage passion play turn start live life character play watching lot movie lately thanks netflix first one watched way long time felt need see end know end story br br seems modernization gospel either sacrilegious enlightening cannot speak raised christian church said raised u live increasingly christian culture curious enough jesus modernization religion better worse seen mel gibson version guessing liked one like except conservative wish better film br br lot review praise arcand direction especially cinematography liked neither film rather prudish preachy believe character persona never involved screen life play within play much dated would think carry weight real time production beside point really needed work would stronger development character plot support philosophical theological question film would like musical choice obvious unoriginal br br two example come easily mind firstly reenactment parable jesus driving money lender temple lead actor fallen woman play magdalene also model dancer becomes enraged must debase auditioning commercial wicked producer plenty panting men audience pant trash place chase guess level film wish reach romance two entirely arbitrary emotionally realized scene played like high school rendering death salesman e well please stop hitting head high handed significance relationship female lead priest asked play eventually turn betrays nowadays corrupt church sleep guy brings much pleasure little pain ah saintly whore lovable old coot seems enough arcand signify worth trouble enrich enliven character going motion reaching eject button br br feel free write bored jaded interested feel free watch movie see passion beauty sadness inspiration delivered amateurish gimmicky charade feel free preconceived idea affirmed see shred artistic integrity forsaken monotonous drivel say warn,0
say closely film follows novel never read book since clock six half hour good bet base covered least say certainty reader digest condensed version br br production value high well standard bbc classic series like inspector morse sherlock holmes believe dickens london looked sounded thought lot like occasional minor lapse sportsman firing pistol percussion cap whenever took place br br acting applauded suzanne burden polite honest heroine quietly go good cute mature way beauty compassionate nature flirtatiousness denholm elliott guardian turn burden elliott two character good unalloyed way another former sergeant forced evil evil people another poor helpless young boy br br think anyone else could written got earmark dickens poverty tragic death capitalism raw generous rich guy gated home hidden parentage shadowy motif impotence outright maliciousness justice system well justice system whole chancery evidently court decided matter distribution property gather wikipedia became notoriously rigid dilatory thoroughly revamped england twice elliott character describes curse impressive scene involves money scrounging creditor hounding retired soldier latter gymnasium fencing lesson sergeant masculine traditional sense male character remember dickens apoplectic money lender renter screaming threat seat sergeant turn towards one delicate exercise saber another advancement bringing closer tormentor scarlet faced old creditor shrink back seat br br couple thing missing often dickens stick least one two amusing line dialog humbug law as bleak house right title second practically weberian ideal type mr micawber artful dodger scrooge third atmosphere whole ethos relentlessly dismal one tribulation follows another usually money shameful peccadillo past br br god depressing author venting spleen everything hated world knew poverty okay knew poverty one wonder chancery dickens deserve kind treatment br br maybe add watched first episode series better two way zip direction pace little faster business jarndyce v jarndyce explained satisfactorily right front instead lurking shadow mysterious curse plot easier follow,1
brought philip larkin life way worthy greatest performance time one measured popularity show stark portrayal larkins life greatest unrecognized poet era exactly would wanted disdain canker medallion dramatically expose raw beauty intense sadness philip observation relationship mortality lay way seems missed even great philosopher anyone interested profound observation relationship life love death must,1
caution several spoiler br br someday somewhere going post apocalyptic movie made stink unfortunately postman movie though give credit trying br br kevin costner play somebody credited postman actually postman wanderer mule wasteland western america devastated unspecified catastrophe trade isolated village performing shakespeare suddenly pack bandit called holnists self declared warlord west descend upon village costner visiting evil leader gen bethlehem patton draft costner much misery numerous effort break costner spirit escape thus ending lengthy section movie could told better three minute flashback br br finally get major premise escaped costner find abandoned mail truck delivers letter nearest town hoping get food pretense postman number village people led young ford larenz tate want get postman act sit well bethlehem bandit costner find unwitting unwilling leader band postman war holnists br br idea postman versus bad guy ridiculous sound holnists depend livelihood fact village prey isolated one another holnists destroy one village could stand victim united unite village must communicate one another working mail system would thus big step toward putting holnists business really make lot sense bethlehem would get medieval heroic mail carrier unfortunately bethlehem eventual defeat result village uniting instead old standby cliche one one brawl costner even real attempt community use mail work together solve problem mail seems standard hi aunt debbie stuff played maximum sentimental value br br postman one predictable movie shot shot ever seen purposely try ruin movie straining figure going happen next talking kind predictability requires effort knew going happen next whether wanted know lion prominently showcased eating people holnist bandit seeking escaped costner venture bush noise shocked lion eats bunch unoffending villager rounded shot firing squad one villager sings famous last word right shot immense lack surprise covered statue unveiled show exactly everyone knew going costner bending pick letter cutesy kid saw earlier movie man tell bethlehem sir take wife bethlehem run unsuspecting sod though person theater unsuspecting br br rank cloying sentimentality really undoes postman olivia williams playing costner lover abby worst served pours heart material give best effort make sound natural sincere try hard heart breaking nobody could ever made line gift postman give hope like candy pocket sound like anything syrupy pap another example scene mounted costner thunder past little boy ignoring proffered letter turn around stare seems like five minute thunder back pick letter costner pick first time real reason artifice try fails give u feeling elation dashing kid hope restoring br br schmaltz predictability unite end statue postman revealed sat thinking please tell going show statue cut back scene cutesy kid surely saccharine obvious even movie ala music swelled indeed cut back dreaded little boy smiling letter maiden aunt whisked away held head hand thought somebody shoot felt like thirty pound apple pie rammed throat br br gen bethlehem humanized villain normal standard issue post apocalyptic villain meanest toughest b valley bethlehem shown little nothing man inside try make feel important beating others although menace thereby sacrificed bethlehem credible way villain unfortunately patton overacts although told early bethlehem utterly destroyed last challenger five second hand hand combat bethlehem actual fighting skill shown end movie absolutely ludicrous br br acting otherwise pretty good costner done better razzie overreaction mentioned olivia williams impressive larenz tate ford sincere credible job james newton howard score competent though short epic standard movie going enough save film br br rating,0
pick one well needed brainer summer heat cover looked cool br br course known better really really bad movie get embarasing maker know bad try cover adding sexy beautiful woman sex scene well folk nt cut br br would like cool movie big reptile actually good well played funny go rent lake placid order,0
think movie want u say end movie damn australian still know know really liked movie favorite movie br br great story great actor terrible end make cry say oh good still made really happened guy answer question br br mysterious movie good mark overall give going,1
yes quite nostalgic watching st episode one episode definitely remembered enjoy watching first season yes compared action packed show show seems lame frankly like less violent part show story line substance new one thought interesting belisario airwolf jag similar theme lead actor hawke harm looking mia relative brother father wonder robert belisario personal life mimic show theme br br question anyone picture hawke cabin love cabin kinda like dream cabin mine one scene remember airwolf,1
hey expect form low budget movie although seen dahmer say following medium put jeff pretty accurate depiction studied jeffrey dahmer case learned man low budget movie show mentality serial killer get past gore see underlying story sick mind loved movie brace low budget blood story seen eye killer action thought childhood arrest favorite line bothered look back seat might saved lot life enjoy,1
every great gangster movie current human drama expect emotional story guilt retribution despair scarface tale ferocious greed corruption power darker side fabled american dream br br anybody complaining cheesiness film missing point superficial character cheesy music dated fashion fuel criticism life diabolical excess nothing life character really matter human level least fact film practically borderline satire ironic considering gangsta rapper positively inspired lifestyle tony montana br br brian depalma strongest directorial effort occasionally excellent well handled particularly memorable finale frequently sink sloppy misled thankfully supported strong script oliver stone probably good therapy considering coke habit tackling time theme consistent focus primarily life tony montana evolution character consumed greed power dialogue also excellent see sawing comfortably humour drama many stand line since wormed way popular culture one form another br br cast help make well really pacino film one earlier less subtle performance something much common nowadays world entirely separate michael corleone frank serpico yet watchable ever entertaining intentionally top form hard imagine another tony montana seeing film possibly one mimicked performance ever pfeiffer stood dull uncomfortable first viewing come realize play part bored little wife exceptional effort unfairly misjudged supporting player good particularly paul shenar suave alejandro sosa br br powerful occasionally humorous sometimes shocking continually controversial scarface one film eighty whatever might mean essential accessible gangster flick pop culture landmark,1
start fairly well quite disturbing quickly sink annoying mess br br dee snider twisted sister infamy apparently penned screenplay idea idea cyber stalking pierce freak potential really blow uneven pacing bad dialogue one greatest non ending ever see despite lifeless performance director manages genuinely creepy first reel really look like going good low budget effort br br luck plot go map snider character relentlessly spit tiresome psychotic fortune cookie line supposed pas meaningful dialogue worse supporting cast barely register halfway believable dialogue come young girl help detective navigate internet br br waste great idea oh new twisted sister song care,0
okay grew loved doctor since tom baker christopher eccleston made love furious forever leaving br br writing grand acting superb directing dreadful old day fantastic skeptical programme watched merely forced huge fan love ringtone dalek screaming exterminate br br thing love new programme people actually notice rose billie piper disappears planet old show assistant would drop come home like nothing happened one noticed chris eccleston doc love rose romantic debated doubt love care companion destroy world save old show lacking often doctor care never saw assistant talk think like real people rose shown something outlandish new alien act like real person would gobsmacked never liked assistant old show never saw anything alien would fit right adapt instantly want see surprise rose face see plastic dummy come life give br br thing like series nearly everything happens earth london cardiff sort hoping world sort show eccleston left quickly really made show brilliant br br let thing go far enjoy series ever expected mind stuff set earth br br take show seriously fun smart entertaining super serious heavy duty show pure fun pure british get enough watch open mind put brain neutral enjoy br br p watch series later series brilliant first episode series good watch get love monster utter rubbish completely destroys show,1
warning possible spoiler br br get extremely unpleasant subject matter film offer heaping helping outrageously campy melodrama surprisingly enough movie copied ripped several time year although hard fathom filmmaker inspired trashy drama neither one hemingway woman act although mariel improved year anne bancroft offer touch class prosecuting attorney chris sarandon turn pathetic unintentionally hilarious smirking smarmy bad guy piece br br veteran director lamont johnson make silk purse sow ear script stuffed bursting howlingly bad dialogue outlandish situation example final sequence margaux grab shotgun chase sarandon latest shocking act meant exciting elicits hearty chuckle instead add notoriously shrill spacy musical score michel polnareff true guilty pleasure even though likely feel grubby needing hot shower viewing say warned,0
everything movie wrong wrong wrong take mike myers example reached point realize shtick changed since snl day ten year ago cutesy stream consciousness joke voice cat painfully unfunny try way hard weird type comedian cool cat supposed rest movie bad set unbelievably ugly clearly waste million dollar cardboard cut out background building would made sense constructing entire neighborhood main street alec balwin try funny great santini impression end looking sounding incoherent even innapropriate cheesecake moment faux celebrity paris hilton stick mind simply supposed dr seuss story avoid movie cost folk even interesting train wreck hope make horton hears robin williams bad seuss movie starring spasitc comedian trilogy,0
get lazy director movie instead setting scene creative way relies boring old zombie clichés br br two unarmed lead get college step van surround zombie yet neither lead bitten bothered direct decent fight scene see lead shove way step br br sometimes zombie limp others run like wind really convenient director set anything like without bothering continuity behaviour zombie br br careful planning lot inspiration movie could much better,0
movie really hoping idea make hashed together ineptitude first avp yet horror requiem far worse could imagined br br hope opening moment film inside predator ship almost breathed sigh relief finally saw predator home world throwaway digital matte painting still nice finally see course human poorly written character referred introduced br br one must wonder seems impossible fox make good film alien predator least supposed filmmaker could done homework br br character set manner would expect worst friday th sequel pizza delivery scene cringe inducing every scene character interaction followed bimbo teen non actor make real film make cheap flick alien predator movie good produced concept remember st alien b movie done movie strause brother really missed opportunity could rectified simply knowing alien predator root alien predator film introduced character part larger group alien refinery worker alien marine alien convict predator film generally follow main hero part unit predator arnold special force predator danny glover police easy see filmmaker franchise started go wrong alien ressurrection pirate something avp explorer gun course avp r teen slasher clichés identify concept idea convict returning small town war vet returning seemed set first blood type action hero like many thing never paid br br film making equally devoid rhyme reason sense forward momentum action small sequence build minuscule level tension interest cut away getting interesting taking audience movie every turn action scene though much ballyhooed trailer darkly lit literally impossible tell going fight scene finally occur basically movie hindered many level bad actor combined poor direction atrocious screenplay screenwriter noticed seemed hit every wrong note cliché untalented writer devoid idea could hashed together writing called even direct video quality demonstrate shred respect established lore previous entry series predalien sudden ability shoot alien embryo pregnant woman throat use incubator chestbursters likely brain dead screenwriter needed way alien predator fight given accelerated growth time even first avp quickly possible must meaningless small talk cardboard cutout stick meaning supposed character substitute real character development remember character defined say sheriff leading civilian cache gun officer law bimbo people know predalien wait predator slowly remove mask attack alien still falling nasty series post alien habit hissing time let prey know run earth series devolve character saying people dying need gun writer even work beyond reflects badly fox already destroyed artistic reputation like everyone involved making film suffered mental impairment really inept every level film making process br br effect pretty lousy time around alien look like men suit adi getting lazy creature design alien look like modified leftover alien resurrection bulky musculature around arm learn movie good design good one recycle everything shrouded state darkness create mystery atmosphere simply hide bad creature look like avp stan winston sorely missed fake looking predator face revealed br br many fault list say waste money movie fox beyond caring fan cheap trashy film clearly evidence felt bad taken girlfriend see though free apologized profusely one die hard fan done franchise br br note fox really wanted mindless slasher flick film adaptation original darkhorse comicbook better anything produced franchise post br br signing,0
